# time, ED spin correlation, NQS regularization spin correlation, NQS diagonalization spin correlation, NQS geometric spin correlation
1.529999999999999971e-01, -6.134591729067728760e-01, -6.130640964840751161e-01, -6.130797067427230518e-01, -6.132683652635811944e-01
1.539999999999999980e-01, -6.145907194210695756e-01, -6.141944824366621924e-01, -6.142101031228579533e-01, -6.143993143975475801e-01
1.549999999999999989e-01, -6.157214317825769889e-01, -6.153240835085502791e-01, -6.153397127637040276e-01, -6.155294532924612261e-01
1.559999999999999998e-01, -6.168511833526918453e-01, -6.164527734418651095e-01, -6.164684094037374829e-01, -6.166586555008420900e-01
1.570000000000000007e-01, -6.179798476004199070e-01, -6.175804260798809509e-01, -6.175960668828065492e-01, -6.177867946796591347e-01
1.580000000000000016e-01, -6.191072981165449685e-01, -6.187069153811542987e-01, -6.187225591562600657e-01, -6.189137446044802315e-01
1.590000000000000024e-01, -6.202334086277876413e-01, -6.198321154336224881e-01, -6.198477603090585264e-01, -6.200393791836080748e-01
1.600000000000000033e-01, -6.213580530109478195e-01, -6.209559004687246198e-01, -6.209715445698741343e-01, -6.211635724722006646e-01
1.610000000000000042e-01, -6.224811053070303801e-01, -6.220781448754648668e-01, -6.220937863251740918e-01, -6.222861986863745809e-01
1.620000000000000051e-01, -6.236024397353520099e-01, -6.231987232144842181e-01, -6.232143601332834626e-01, -6.234071322172909380e-01
1.630000000000000060e-01, -6.247219307076290473e-01, -6.243175102321077974e-01, -6.243331407384299370e-01, -6.245262476452222433e-01
1.640000000000000069e-01, -6.258394528420427871e-01, -6.254343808743602073e-01, -6.254500030847688352e-01, -6.256434197535964969e-01
1.650000000000000078e-01, -6.269548809772821363e-01, -6.265492103009776548e-01, -6.265648223303814657e-01, -6.267585235430174206e-01
1.660000000000000087e-01, -6.280680901865621779e-01, -6.276618738993762214e-01, -6.276774738612531657e-01, -6.278714342452645925e-01
1.670000000000000095e-01, -6.291789557916150910e-01, -6.287722472986015942e-01, -6.287878333052228097e-01, -6.289820273372600523e-01
1.680000000000000104e-01, -6.302873533766547576e-01, -6.298802063832564802e-01, -6.298957765459072267e-01, -6.300901785550170331e-01
1.690000000000000113e-01, -6.313931588023096175e-01, -6.309856273073937150e-01, -6.310011797365935315e-01, -6.311957639075498339e-01
1.700000000000000122e-01, -6.324962482195281011e-01, -6.320883865083806175e-01, -6.321039193141031465e-01, -6.322986596907586021e-01
1.710000000000000131e-01, -6.335964980834488669e-01, -6.331883607207237086e-01, -6.332038720126239584e-01, -6.333987425012814754e-01
1.720000000000000140e-01, -6.346937851672367348e-01, -6.342854269898831054e-01, -6.343009148775070605e-01, -6.344958892503100856e-01
1.730000000000000149e-01, -6.357879865758857552e-01, -6.353794626860119754e-01, -6.353949252790291879e-01, -6.355899771773728668e-01
1.740000000000000158e-01, -6.368789797599818669e-01, -6.364703455177010971e-01, -6.364857809261197374e-01, -6.366808838640793944e-01
