# time, ED spin correlation, NQS regularization spin correlation, NQS diagonalization spin correlation, NQS geometric spin correlation
1.580000000000000016e-01, -9.945503904042926613e-02, -6.194437244060561065e-01, -6.194591995927293260e-01, -6.198422499440603417e-01
1.600000000000000033e-01, -9.398234900445281981e-02, -6.216884419579631338e-01, -6.217039158212367411e-01, -6.220885807142093604e-01
1.620000000000000051e-01, -8.862947285605761449e-02, -6.239266935113337853e-01, -6.239421586250619711e-01, -6.243282408236420222e-01
1.640000000000000069e-01, -8.340052134102787784e-02, -6.261574803401674938e-01, -6.261729292617762566e-01, -6.265602289227415467e-01
1.660000000000000087e-01, -7.829951003712014301e-02, -6.283798070357181631e-01, -6.283952323088692893e-01, -6.287835470847766839e-01
1.680000000000000104e-01, -7.333035627029751979e-02, -6.305926819506891823e-01, -6.306080761093634246e-01, -6.309972012546444242e-01
1.700000000000000122e-01, -6.849687610641558289e-02, -6.327951176440920200e-01, -6.328104732156546453e-01, -6.332002016915415643e-01
1.720000000000000140e-01, -6.380278142067047353e-02, -6.349861313217018965e-01, -6.350014408311132064e-01, -6.353915634135033352e-01
1.740000000000000158e-01, -5.925167704706311989e-02, -6.371647452774964471e-01, -6.371800012500584698e-01, -6.375703066383124895e-01
1.759999999999999898e-01, -5.484705801006205944e-02, -6.393299873298825542e-01, -6.393451822949488550e-01, -6.397354572217774926e-01
1.779999999999999916e-01, -5.059230684059733835e-02, -6.414808912569113231e-01, -6.414960177521576989e-01, -6.418860470937597373e-01
1.799999999999999933e-01, -4.649069097844296672e-02, -6.436164972282290009e-01, -6.436315478010391500e-01, -6.440211146918021212e-01
1.819999999999999951e-01, -4.254536026298362528e-02, -6.457358522349644359e-01, -6.457508194478577268e-01, -6.461397053911426269e-01
1.839999999999999969e-01, -3.875934451429290800e-02, -6.478380105153120905e-01, -6.478528869482303998e-01, -6.482408719322457769e-01
1.859999999999999987e-01, -3.513555120638043455e-02, -6.499220339769350430e-01, -6.499368122318071039e-01, -6.503236748446743487e-01
1.880000000000000004e-01, -3.167676323439438252e-02, -6.519869926176332653e-01, -6.520016653210898294e-01, -6.523871828673930562e-01
1.900000000000000022e-01, -2.838563677749524061e-02, -6.540319649401821200e-01, -6.540465247466905607e-01, -6.544304733657466677e-01
1.920000000000000040e-01, -2.526469925904055447e-02, -6.560560383644413740e-01, -6.560704779605612824e-01, -6.564526327439128561e-01
1.940000000000000058e-01, -2.231634740564825484e-02, -6.580583096352223826e-01, -6.580726217424032187e-01, -6.584527568541053144e-01
1.960000000000000075e-01, -1.954284540662799136e-02, -6.600378852258207418e-01, -6.600520626039022565e-01, -6.604299514007622163e-01
1.980000000000000093e-01, -1.694632317519538869e-02, -6.619938817375415896e-01, -6.620079171880129953e-01, -6.623833323408109264e-01
2.000000000000000111e-01, -1.452877471280315802e-02, -6.639254262939364715e-01, -6.639393126640528164e-01, -6.643120262790629393e-01
2.020000000000000129e-01, -1.229205657784623179e-02, -6.658316569310591682e-01, -6.658453871153016124e-01, -6.662151708589711951e-01
2.040000000000000147e-01, -1.023788645991574424e-02, -6.677117229821681876e-01, -6.677252899274358500e-01, -6.680919151484150387e-01
2.060000000000000164e-01, -8.367841860698265258e-03, -6.695647854581910918e-01, -6.695781821662445399e-01, -6.699414200201004865e-01
2.080000000000000182e-01, -6.683358882532042591e-03, -6.713900174216764771e-01, -6.714032369525563260e-01, -6.717628585270195574e-01
2.099999999999999922e-01, -5.185731125550409326e-03, -6.731866043561769430e-01, -6.731996398316825170e-01, -6.735554162722178217e-01
2.119999999999999940e-01, -3.876108694261527678e-03, -6.749537445302395966e-01, -6.749665891369852622e-01, -6.753182917729657619e-01
2.139999999999999958e-01, -2.755497314323625702e-03, -6.766906493548798807e-01, -6.767032963471868445e-01, -6.770506968192080421e-01
2.159999999999999976e-01, -1.824757560197713072e-03, -6.783965437357210027e-01, -6.784089864392334190e-01, -6.787518568258685825e-01
2.179999999999999993e-01, -1.084604194268109275e-03, -6.800706664188038708e-01, -6.800828982335597184e-01, -6.804210111792700078e-01
2.200000000000000011e-01, -5.356056179411272829e-04, -6.817122703304731024e-01, -6.817242847337381395e-01, -6.820574135771958479e-01
2.220000000000000029e-01, -1.781834351393314121e-04, -6.833206229097573692e-01, -6.833324134600281541e-01, -6.836603323623448025e-01
2.240000000000000047e-01, -1.261212853210980477e-05, -6.848950064365422197e-01, -6.849065667756596421e-01, -6.852290508496844401e-01
2.260000000000000064e-01, -3.901884874452612230e-05, -6.864347183507099048e-01, -6.864460422073136447e-01, -6.867628676478090277e-01
2.280000000000000082e-01, -2.573833167133876922e-04, -6.879390715658084687e-01, -6.879501527583549159e-01, -6.882610969672153800e-01
2.300000000000000100e-01, -6.675378392601528585e-04, -6.894073947752132892e-01, -6.894182272150066737e-01, -6.897230689348505805e-01
2.320000000000000118e-01, -1.269167437870925364e-03, -6.908390327516257257e-01, -6.908496104458340392e-01, -6.911481298881239077e-01
2.340000000000000135e-01, -2.061810090584402250e-03, -6.922333466389803958e-01, -6.922436636936141197e-01, -6.925356426682193201e-01
2.360000000000000153e-01, -3.044857086802451283e-03, -6.935897142374177760e-01, -6.935997648601144316e-01, -6.938849869047749586e-01
2.380000000000000171e-01, -4.217553494749413934e-03, -6.949075302801501763e-01, -6.949173087834209506e-01, -6.951955592937140160e-01
2.399999999999999911e-01, -5.578998741222758462e-03, -6.961862067041867386e-01, -6.961957075077154222e-01, -6.964667738655524465e-01
2.419999999999999929e-01, -7.128147303189346501e-03, -6.974251729110442222e-01, -6.974343905448059378e-01, -6.976980622482322758e-01
2.439999999999999947e-01, -8.863809510695236371e-03, -6.986238760218560495e-01, -6.986328051291322838e-01, -6.988888739206599032e-01
2.459999999999999964e-01, -1.078465246047456000e-02, -6.997817811232672769e-01, -6.997904164636616908e-01, -7.000386764585074806e-01
2.479999999999999982e-01, -1.288920103955220470e-02, -7.008983715060345121e-01, -7.009067079570325820e-01, -7.011469557725528157e-01
2.500000000000000000e-01, -1.517583905805989890e-02, -7.019731488949645382e-01, -7.019811814557016527e-01, -7.022132163364717128e-01
2.520000000000000018e-01, -1.764281049038950167e-02, -7.030056336708073728e-01, -7.030133574644680250e-01, -7.032369814130640107e-01
2.540000000000000036e-01, -2.028822082373422930e-02, -7.039953650840470312e-01, -7.040027753603954608e-01, -7.042177932602601276e-01
2.560000000000000053e-01, -2.311003851298183004e-02, -7.049419014598710120e-01, -7.049489935978786592e-01, -7.051552133403411471e-01
2.580000000000000071e-01, -2.610609654084148495e-02, -7.058448203949418964e-01, -7.058515899053465770e-01, -7.060488225144228025e-01
2.600000000000000089e-01, -2.927409408200630503e-02, -7.067037189454777879e-01, -7.067101614734572212e-01, -7.068982212297814094e-01
2.620000000000000107e-01, -3.261159827007413525e-02, -7.075182138067130921e-01, -7.075243251337950401e-01, -7.077030296981187130e-01
2.640000000000000124e-01, -3.611604606586955174e-02, -7.082879414835601128e-01, -7.082937175305188404e-01, -7.084628880653215388e-01
2.660000000000000142e-01, -3.978474622573125591e-02, -7.090125584523252478e-01, -7.090179952814835707e-01, -7.091774565721546963e-01
2.680000000000000160e-01, -4.361488136825584366e-02, -7.096917413138741360e-01, -7.096968351322296975e-01, -7.098464157058360646e-01
2.700000000000000178e-01, -4.760351013790788122e-02, -7.103251869375870609e-01, -7.103299340963817876e-01, -7.104694663430370927e-01
2.720000000000000195e-01, -5.174756946383638617e-02, -7.109126125962118570e-01, -7.109170095959774782e-01, -7.110463298831910528e-01
2.740000000000000213e-01, -5.604387691216270589e-02, -7.114537560921222470e-01, -7.114577995837204627e-01, -7.115767483730933707e-01
2.760000000000000231e-01, -6.048913312993321745e-02, -7.119483758739364454e-01, -7.119520626606210545e-01, -7.120604846221265660e-01
2.780000000000000249e-01, -6.507992437886021830e-02, -7.123962511439519973e-01, -7.123995781835948948e-01, -7.124973223080173224e-01
2.800000000000000266e-01, -6.981272515690534197e-02, -7.127971819565542821e-01, -7.128001463637793078e-01, -7.128870660739736742e-01
2.820000000000000284e-01, -7.468390090569185236e-02, -7.131509893075589357e-01, -7.131535883556407995e-01, -7.132295416153937584e-01
2.840000000000000302e-01, -7.968971080166643850e-02, -7.134575152140781862e-01, -7.134597463367118308e-01, -7.135245957583287169e-01
