# time, ED spin correlation, NQS spin correlation
1.150000000000000050e-01, -5.149012152755608751e-01, -5.147669877360550039e-01
1.160000000000000059e-01, -5.151380011004434989e-01, -5.150026018276546713e-01
1.170000000000000068e-01, -5.153761115138864035e-01, -5.152395481617317863e-01
1.180000000000000077e-01, -5.156155296006260658e-01, -5.154778099619522491e-01
1.190000000000000085e-01, -5.158562383525022721e-01, -5.157173703580268942e-01
1.199999999999999956e-01, -5.160982206696663743e-01, -5.159582123869232984e-01
1.209999999999999964e-01, -5.163414593617963178e-01, -5.162003189940788106e-01
1.219999999999999973e-01, -5.165859371493174423e-01, -5.164436730346240179e-01
1.229999999999999982e-01, -5.168316366646310556e-01, -5.166882572746098745e-01
1.239999999999999991e-01, -5.170785404533466689e-01, -5.169340543922433806e-01
1.250000000000000000e-01, -5.173266309755228942e-01, -5.171810469791258136e-01
1.260000000000000009e-01, -5.175758906069136689e-01, -5.174292175414988426e-01
1.270000000000000018e-01, -5.178263016402194774e-01, -5.176785485014961941e-01
1.280000000000000027e-01, -5.180778462863456779e-01, -5.179290221984007569e-01
1.290000000000000036e-01, -5.183305066756661583e-01, -5.181806208899079058e-01
1.300000000000000044e-01, -5.185842648592937643e-01, -5.184333267533922651e-01
1.310000000000000053e-01, -5.188391028103532809e-01, -5.186871218871830225e-01
1.320000000000000062e-01, -5.190950024252641848e-01, -5.189419883118425725e-01
1.330000000000000071e-01, -5.193519455250252825e-01, -5.191979079714502676e-01
1.340000000000000080e-01, -5.196099138565068998e-01, -5.194548627348932746e-01
1.350000000000000089e-01, -5.198688890937472884e-01, -5.197128343971598730e-01
1.360000000000000098e-01, -5.201288528392545851e-01, -5.199718046806401928e-01
1.370000000000000107e-01, -5.203897866253135440e-01, -5.202317552364298381e-01
1.380000000000000115e-01, -5.206516719152975980e-01, -5.204926676456411716e-01
1.390000000000000124e-01, -5.209144901049859167e-01, -5.207545234207160423e-01
1.400000000000000133e-01, -5.211782225238850152e-01, -5.210173040067456185e-01
1.410000000000000142e-01, -5.214428504365545836e-01, -5.212809907827935518e-01
1.420000000000000151e-01, -5.217083550439390871e-01, -5.215455650632241369e-01
1.430000000000000160e-01, -5.219747174847028104e-01, -5.218110080990359112e-01
1.440000000000000169e-01, -5.222419188365702292e-01, -5.220773010791969204e-01
1.449999999999999900e-01, -5.225099401176692693e-01, -5.223444251319870890e-01
1.459999999999999909e-01, -5.227787622878811158e-01, -5.226123613263428114e-01
1.469999999999999918e-01, -5.230483662501919095e-01, -5.228810906732076491e-01
1.479999999999999927e-01, -5.233187328520495507e-01, -5.231505941268835835e-01
1.489999999999999936e-01, -5.235898428867240550e-01, -5.234208525863899286e-01
1.499999999999999944e-01, -5.238616770946729062e-01, -5.236918468968237983e-01
1.509999999999999953e-01, -5.241342161649079623e-01, -5.239635578507250147e-01
1.519999999999999962e-01, -5.244074407363688017e-01, -5.242359661894446798e-01
1.529999999999999971e-01, -5.246813313992961803e-01, -5.245090526045163015e-01
1.539999999999999980e-01, -5.249558686966128151e-01, -5.247827977390312482e-01
